category,faam_property,type,value,qualifiers,base_url
metadata,label,string,Théories complètes du chant / par M. Stéphen de La Madelaine...,,
metadata,description,string,,,
metadata,id,id,3n2qvpuz,,
metadata,nodegoat_id,id,16005032,,
metadata,FAAM manifestation ID,id,BNF-324059706,,
metadata,call number,string,V-43585,,
metadata,score format,item,YgK4PJwk,,
metadata,score complexity,item,iTQMfTAE,,
statements,date,date,1852,,
statements,editorial annotation,item,VMA2AmEN,,
statements,provenance,item,Y7xwGJo8,,
statements,keyword,item,Vm5DPnGE,,
statements,keyword,item,9farY66Z,,
statements,agent,statement,9oJwXPWa,fkHJwpoD||,
statements,agent,statement,34yTh4zm,GBgJfRbK|GDeKaNeC|1852,
statements,agent,statement,NA5EnjbE,NgFpoygv|GDeKaNeC|,
statements,agent,statement,NA5EnjbE,NgFpoygv|GDeKaNeC|,
statements,role,item,fkHJwpoD,,
statements,role,item,GBgJfRbK,,
statements,role,item,NgFpoygv,,
statements,role,item,NgFpoygv,,
statements,place,item,GDeKaNeC,,
statements,place,item,GDeKaNeC,,
statements,place,item,GDeKaNeC,,
resources,thumb,image,BNF-324059706.gif,,../assets/images/thumbs/
