category,faam_property,type,value,base_url,label
metadata,label,string,Alexander Stadfeld,,
metadata,label,string,Alexander Stadfeld,,
metadata,description,string,Belgian composer,,
metadata,nodegoat_id,id,15996277,,
metadata,aliases,string,Alexander Stadfeld,,
metadata,qid,externalid,Q124540833,http://wwww.wikidata.org/entity/,
statements,date of birth,date,1826-01-01,,
statements,date of death,date,1853-01-01,,
statements,instance of,item,ZwquHrbe,,human
statements,occupation,item,KZLqHwSf,,composer
statements,nationality,item,QbfXawnE,,Belgium
