category,faam_property,type,value,qualifiers,base_url
metadata,label,string,Symphonie : voor koren en orkest,,
metadata,description,string,,,
metadata,id,id,icTinULn,,
metadata,nodegoat_id,id,15992550,,
metadata,FAAM manifestation ID,id,KCA-030901243292,,
metadata,call number,string,MM-MS-DEVOC-symf-1,,
metadata,score format,item,ktjyHrtb,,
metadata,score complexity,item,THYV2oLw,,
statements,note,html,The original barcode has been changed to 03090388671.,,
statements,date,date,1930,,
statements,handwritten annotation,item,YWfofDz3,,
statements,handwritten annotation,item,JnGFsz6r,,
statements,handwritten annotation,item,jCuFYGDc,,
statements,handwritten annotation,item,eviEKifd,,
statements,handwritten annotation,item,bsgSL8K5,,
statements,handwritten annotation,item,CFKULSen,,
statements,handwritten annotation,item,4PAdXGNC,,
statements,handwritten annotation,item,CPJ2a2C2,,
statements,provenance,item,6vrn9seu,,
statements,keyword,item,mgrwHwTj,,
statements,keyword,item,MEjPi9ot,,
statements,instrumentation,item,g7hgtzmM,,
statements,instrumentation,item,5yLc7bQJ,,
statements,agent,statement,Guxn48TU,fkHJwpoD||1930,
statements,role,item,fkHJwpoD,,
resources,thumb,image,KCA-030901243292.gif,,../assets/images/thumbs/
