category,faam_property,type,value,qualifiers,base_url
metadata,label,string,Tanzkranz. 16 leichte Tänze. N. 1-16 in Band 1,,
metadata,description,string,,,
metadata,id,id,drd4xRs7,,
metadata,nodegoat_id,id,16005443,,
metadata,FAAM manifestation ID,id,ORP-20143701p10,,
metadata,call number,string,KTS1 H.11.map.005,,
metadata,score format,item,ktjyHrtb,,
metadata,score complexity,item,iTQMfTAE,,
statements,provenance,item,TrYWxDhL,,
statements,keyword,item,RHxmTGG2,,
statements,instrumentation,item,GoXpNrsh,,
statements,instrumentation,item,VZE4bgeN,,
statements,agent,statement,Pa8EtqhE,fkHJwpoD||,
statements,role,item,fkHJwpoD,,
resources,thumb,image,ORP-20143701p10.gif,,../assets/images/thumbs/
